SEX		AGE		HEIGHT		WEIGHT
2		20		63		230
1		32		74		256
2		37		62		155
2		56		59		160
1		72		70		173
1		35		66		150
2		48		60		183
2		79		60		125
1		72		66		195
2		75		60		158
2		61		62		145
2		38		63		105
1		39		76		280
2		66		66		263
2		65		61		124
2		73		64		145
1		62		66		135
2		82		61		170
2		39		66		197
1		85		68		188
2		72		66		155
2		65		63		125
2		64		63		116
1		60		69		140
2		27		66		180
2		37		65		170
1		29		71		172
2		82		60		190
2		34		64		123
1		33		75		205
2		63		64		130
2		28		66		160
1		42		70		180
2		49		63		180
2		37		67		214
2		67		64		200
2		26		67		120
2		41		69		135
1		70		73		195
2		41		64		150
2		61		62		269
1		26		66		172
1		72		69		255
2		33		65		135
1		40		71		165
2		68		67		225
2		50		61		180
2		54		64		140
1		67		70		215
2		75		65		142
1		37		68		185
1		55		69		220
2		50		62		145
1		21		73		180
2		37		66		208
2		81		66		200
1		71		69		216
2		74		60		129
2		50		66		138
1		68		69		270
1		23		65		185
1		73		71		168
1		66		72		185
1		30		71		168
2		75		63		170
1		45		67		212
1		81		74		235
2		35		64		140
2		31		67		146
1		22		75		200
1		85		72		240
1		66		68		200
2		85		67		145
2		35		62		145
2		39		65		190
2		34		64		170
1		21		74		235
1		67		65		136
2		58		63		137
1		31		68		238
1		69		67		215
2		64		69		150
2		20		65		170
1		36		69		150
2		32		65		155
2		85		62		160
1		68		68		162
1		68		71		160
2		22		63		130
2		23		63		180
1		76		75		285
2		57		61		145
1		29		73		180
1		68		74		170
1		74		66		265
2		26		62		150
1		45		69		160
1		72		68		195
1		51		69		160
2		49		65		115
1		26		74		180
1		41		72		280
1		22		67		143
1		24		69		225
1		68		72		170
2		60		64		125
1		67		70		225
2		63		67		145
2		61		60		142
1		60		67		146
1		65		68		137
1		33		69		270
1		73		69		206
2		33		62		178
2		38		70		222
1		63		66		210
2		37		68		132
2		73		60		140
2		63		67		155
1		69		63		136
2		63		67		152
2		32		67		175
1		32		73		220
2		20		63		100
1		55		65		155
1		59		71		280
2		67		64		123
2		36		66		210
2		32		67		188
1		25		69		150
2		77		61		122
2		71		63		165
1		75		71		175
2		44		64		135
2		34		65		140
1		58		69		195
2		81		63		135
2		28		65		160
1		56		74		260
2		78		60		145
1		67		64		191
1		41		69		160
2		35		64		175
2		63		65		180
1		64		73		160
1		41		70		200
2		83		60		170
1		41		71		163
2		61		63		195
2		84		67		122
2		60		64		130
2		53		64		123
1		73		72		230
2		50		66		170
2		57		66		209
2		66		60		170
2		50		66		140
2		51		66		132
1		29		75		210
2		53		62		165
1		23		73		155
2		65		61		140
2		47		66		143
2		39		66		185
2		65		66		135
1		38		73		185
2		45		65		143
1		37		70		205
2		47		64		170
2		21		61		145
1		44		65		160
2		54		67		180
2		72		66		128
1		39		71		190
1		70		67		155
1		37		68		225
2		46		65		146
2		67		63		208
1		47		70		210
2		79		60		140
1		38		68		210
2		67		61		135
1		24		65		180
2		60		66		138
1		63		70		240
2		76		65		240
1		61		69		195
1		64		75		180
2		30		65		175
1		30		65		223
1		23		70		140
2		22		64		130
1		19		67		135
1		78		73		155
1		63		69		190
1		67		67		280
1		70		72		195
2		33		61		160
1		21		71		225
2		36		64		178
2		85		67		245
2		45		66		150
2		58		66		180
2		46		67		150
1		46		67		170
1		55		74		205
2		41		64		180
2		60		64		140
2		70		63		110
2		47		64		162
2		85		62		165
2		31		63		194
1		65		72		265
2		47		66		140
1		36		72		160
2		64		68		155
2		30		64		110
2		53		64		180
2		19		68		150
2		41		62		130
2		43		65		230
2		82		69		130
1		41		73		185
2		68		67		140
1		36		64		180
2		49		62		124
2		75		67		245
2		47		60		147
2		37		67		140
2		67		63		142
1		53		70		207
2		36		60		122
1		19		66		143
2		42		69		235
1		33		68		185
2		24		62		165
2		42		61		195
1		67		64		194
2		25		70		140
1		43		66		235
1		44		71		189
2		49		68		199
1		48		69		185
2		47		66		203
1		67		66		145
2		64		62		185
1		64		71		194
2		60		60		148
1		47		67		160
1		45		65		200
2		57		63		143
2		65		66		150
2		54		64		133
1		62		67		165
1		44		72		175
1		72		72		263
2		50		63		187
1		18		64		130
1		40		72		270
2		22		65		200
1		54		69		230
2		32		65		190
1		54		65		200
2		77		66		150
2		64		60		130
2		68		65		191
1		25		69		139
1		40		70		145
2		68		63		143
2		52		60		160
2		28		64		205
1		25		64		150
2		24		65		200
1		49		70		225
2		53		68		150
2		79		62		135
2		50		62		228
2		54		63		165
1		67		65		150
1		73		72		190
1		79		67		177
2		70		64		144
2		83		63		150
1		53		70		175
2		41		64		135
1		23		71		145
1		46		72		185
2		30		62		115
2		23		67		165
1		64		70		150
1		26		71		192
1		70		67		162
1		67		72		130
2		74		61		158
2		64		64		119
1		38		73		198
2		75		67		153
1		69		70		220
2		35		67		129
1		74		66		150
1		21		71		240
1		57		71		180
2		29		64		165
1		65		74		215
1		29		76		235
1		37		68		243
1		80		72		185
2		64		63		115
2		84		60		122
1		58		76		270
1		57		69		194
2		57		67		187
2		33		63		148
1		40		71		210
2		60		62		160
1		60		70		200
1		26		74		185
2		80		68		200
2		70		66		190
2		63		68		145
2		45		63		140
1		74		68		131
2		57		69		145
2		58		62		210
1		73		68		212
2		27		67		140
1		63		71		180
2		69		62		130
1		64		68		200
1		41		71		225
1		56		67		185
2		43		64		139
2		80		61		105
2		26		65		240
1		52		64		130
1		44		70		168
1		64		72		280
2		47		65		157
1		27		70		155
2		60		68		165
1		33		66		214
2		78		66		160
1		37		69		185
1		75		73		220
2		19		67		170
2		62		66		140
2		43		64		180
2		57		61		250
2		48		67		180
2		61		61		119
2		22		65		200
2		85		69		121
2		21		61		200
2		72		63		168
2		22		66		215
2		19		63		112
1		45		74		200
1		49		71		145
2		62		59		210
2		64		67		153
1		69		67		162
2		79		63		100
1		69		73		190
2		75		65		122
1		33		71		165
1		27		72		220
1		33		67		190
2		25		65		165
2		71		68		172
1		30		71		185
2		31		65		120
2		58		69		170
2		70		62		118
2		44		62		180
2		78		67		164
1		59		74		241
2		61		62		138
1		56		69		162
2		68		65		175
2		38		66		192
2		69		66		130
2		84		65		200
1		58		68		260
2		59		68		220
2		66		61		110
2		62		64		220
1		33		75		180
1		33		69		140
2		68		62		128
1		50		68		140
2		61		68		122
2		36		66		120
2		67		64		170
1		64		66		170
1		57		75		242
1		52		71		138
2		48		60		117
2		65		62		160
2		55		62		140
2		62		65		250
2		38		62		157
1		46		71		173
2		75		63		170
1		76		73		203
2		71		61		120
2		33		69		170
2		41		65		135
2		23		68		160
1		31		70		175
2		48		64		158
1		47		70		187
2		52		64		135
2		79		66		138
1		37		69		142
2		21		65		110
1		56		73		220
1		72		69		175
1		52		68		220
1		57		68		130
1		75		73		180
2		64		67		145
2		46		66		225
2		23		67		140
1		66		68		170
2		74		64		180
1		70		66		218
2		23		64		146
1		43		67		170
1		73		73		180
2		35		60		130
2		61		62		108
2		30		60		240
2		46		64		220
2		28		67		142
2		73		62		163
2		46		63		240
1		77		63		147
2		49		65		248
2		59		67		160
1		42		71		175
2		83		63		160
1		51		69		160
1		42		71		185
1		55		73		255
1		38		68		250
2		67		60		205
2		37		62		220
2		26		61		118
1		67		72		185
2		63		63		190
1		66		69		194
2		81		67		158
2		69		65		205
1		26		70		200
1		46		74		215
2		84		64		150
2		71		64		142
2		45		68		220
2		57		63		200
2		39		61		140
2		68		66		197
1		71		70		165
1		77		69		155
1		85		71		193
2		34		66		130
2		61		62		170
1		53		66		202
1		81		72		195
2		29		62		180
1		29		71		185
1		43		67		175
1		67		72		165
2		55		67		175
2		75		66		135
2		85		67		130
2		62		64		165
2		68		63		215
1		77		68		190
2		77		69		200
1		32		70		180
2		48		65		220
1		43		68		175
2		43		65		147
1		47		68		175
2		71		63		210
1		76		72		216
1		63		67		177
1		55		69		185
1		35		72		190
2		50		66		135
1		85		65		165
1		61		67		190
1		52		72		230
1		51		74		220
2		74		65		174
2		85		67		162
1		22		69		175
2		76		66		171
2		72		67		150
2		68		65		140
2		80		66		130
2		53		65		140
1		31		75		290
1		59		69		210
2		61		67		208
2		30		66		255
1		70		71		245
1		25		72		220
2		63		69		176
2		53		64		205
2		24		62		125
2		77		63		100
2		38		60		112
1		32		72		180
2		21		64		110
2		39		65		148
1		78		71		165
2		83		65		147
2		68		62		128
1		42		74		235
2		43		66		125
2		29		64		224
2		85		66		130
1		73		70		207
1		65		76		290
1		71		73		240
1		62		67		175
1		28		67		155
1		68		65		150
2		85		64		120
2		68		65		168
2		23		60		135
1		19		71		171
1		63		73		240
2		22		62		104
2		46		63		115
1		40		65		200
2		46		65		145
1		64		69		150
2		23		67		140
2		80		62		155
1		64		75		245
2		80		62		108
1		40		73		200
2		61		62		165
2		44		61		130
2		79		60		114
2		36		60		136
2		66		61		156
2		29		68		134
1		44		71		199
2		66		63		135
2		25		63		160
2		30		65		130
1		45		65		170
2		35		64		160
2		85		62		138
1		51		66		207
2		49		64		130
2		76		64		178
1		53		72		220
1		66		74		190
1		63		70		245
1		61		64		140
1		60		72		280
2		82		67		220
2		60		64		180
2		75		59		183
1		46		69		178
1		79		72		275
2		43		70		190
2		27		64		153
1		85		75		225
2		35		66		130
1		20		68		185
2		78		64		185
2		45		65		150
1		64		68		230
1		69		66		169
1		83		70		166
2		47		62		160
2		57		62		145
1		31		67		175
1		55		73		253
2		71		60		139
1		37		74		230
1		19		74		155
1		49		72		281
1		61		68		170
2		45		62		150
2		47		64		180
2		62		64		170
1		57		68		201
2		39		65		116
2		58		64		125
2		21		65		200
2		66		64		128
2		25		68		117
2		48		64		165
1		74		73		195
2		48		68		206
1		54		76		285
2		32		66		225
2		85		61		170
1		42		72		220
2		73		61		158
2		77		60		146
2		66		63		100
1		36		70		250
2		38		64		145
2		50		66		180
1		70		73		193
1		32		69		200
2		25		63		140
1		65		71		225
1		26		68		155
1		63		69		270
2		18		64		118
2		63		62		180
2		31		64		170
1		78		73		166
1		47		75		213
1		75		72		250
2		67		67		145
2		38		65		215
1		68		74		229
2		39		60		142
2		34		65		170
2		41		66		247
2		33		64		145
1		25		71		150
2		65		69		265
1		58		70		180
2		74		64		139
1		58		71		293
1		46		67		185
2		52		62		265
2		32		62		126
2		42		62		236
2		46		62		165
2		45		64		160
2		35		63		112
2		67		61		255
1		69		75		160
2		63		62		170
2		67		64		168
1		68		71		240
1		27		70		150
2		40		63		119
2		28		63		250
2		70		64		175
1		71		69		180
1		39		68		195
1		35		66		160
1		59		68		162
2		67		65		167
1		46		70		202
1		38		64		150
2		55		66		184
2		56		63		198
2		68		62		172
1		50		73		200
1		47		68		180
1		70		73		190
2		71		64		124
2		29		66		140
1		62		67		195
2		64		65		194
1		58		64		165
1		63		73		220
1		61		76		260
1		29		63		150
2		68		65		140
2		26		64		170
2		20		62		170
2		46		64		169
2		50		67		174
1		53		70		215
2		44		62		130
1		56		66		140
2		84		64		136
2		54		63		130
1		63		68		177
2		36		62		240
1		71		71		207
1		37		67		180
2		71		64		249
1		71		72		180
2		23		64		220
2		68		61		180
1		69		69		227
2		59		62		180
1		42		70		280
1		24		72		195
1		28		73		210
2		78		64		161
1		59		73		220
1		69		71		246
2		72		63		110
1		48		69		154
2		68		67		170
2		84		63		115
1		44		69		195
2		66		65		230
2		63		63		135
2		65		65		250
2		78		64		140
2		67		67		141
2		33		60		180
2		19		64		193
1		65		71		270
1		44		69		250
2		29		66		147
1		52		74		150
1		30		70		185
2		51		68		250
1		66		72		260
1		34		68		147
1		46		69		230
1		19		71		170
1		27		71		160
1		82		69		213
2		40		63		148
1		74		68		180
2		38		67		130
1		56		67		180
2		37		67		170
2		39		66		120
2		61		70		140
2		64		67		145
2		77		63		200
1		85		70		178
2		70		63		140
1		71		72		180
1		54		71		171
2		27		68		180
2		85		62		160
1		58		71		267
1		44		72		240
1		81		70		195
2		30		61		131
2		18		63		125
2		83		67		130
1		32		71		195
1		56		71		220
1		58		70		240
2		63		64		175
2		67		60		120
1		41		72		172
1		32		68		150
1		64		65		180
1		40		66		141
2		65		64		170
2		41		65		137
2		22		61		125
2		80		60		131
1		59		70		175
2		33		62		200
2		26		70		165
2		22		60		140
2		52		62		170
2		85		66		160
2		40		67		250
2		64		66		185
2		73		64		215
1		82		70		190
1		52		68		156
1		37		67		180
2		40		64		160
1		75		72		193
2		18		67		195
2		85		60		118
2		84		64		141
2		74		63		265
1		80		66		200
1		79		69		161
2		32		63		145
1		59		68		190
2		59		65		161
2		74		65		168
2		36		60		217
1		77		74		190
2		76		64		226
2		35		67		170
1		36		68		150
1		80		71		190
2		19		62		115
2		84		66		185
2		36		62		220
2		43		65		130
2		26		69		200
2		19		63		120
2		53		67		261
2		54		64		142
1		57		63		170
1		71		70		192
1		61		71		163
2		24		63		140
2		25		64		140
2		85		61		120
2		56		64		150
2		65		65		180
2		77		63		162
1		69		66		195
2		65		62		130
1		53		65		140
2		85		60		150
1		65		68		190
1		39		66		190
1		70		72		185
1		29		67		200
2		65		64		197
2		18		69		145
1		32		72		180
1		27		68		140
1		49		73		225
1		53		70		225
2		56		67		245
2		32		63		198
1		44		68		205
1		47		73		194
1		63		74		204
2		49		66		173
1		57		71		280
2		55		66		170
1		70		68		175
1		51		71		200
1		55		70		175
2		76		62		134
1		41		66		195
1		37		67		150
2		61		60		130
2		35		69		250
1		69		73		185
1		29		72		220
1		23		71		145
1		72		71		178
2		69		66		210
2		62		62		165
1		58		72		225
2		67		66		200
1		59		70		205
2		48		69		162
2		85		60		135
2		26		64		150
2		61		68		142
2		26		64		195
2		53		63		142
2		61		67		120
1		84		67		155
2		31		67		145
2		62		65		134
2		61		63		187
1		31		71		185
1		79		67		172
1		72		71		176
1		45		69		160
1		45		74		250
2		61		62		175
1		40		64		130
2		43		64		155
1		31		68		181
2		58		65		120
2		34		63		149
2		65		61		260
1		47		68		170
1		62		68		175
2		78		63		140
1		67		67		170
2		77		64		184
1		31		68		140
2		44		64		105
2		66		64		225
1		50		71		241
1		34		71		285
2		44		62		225
1		70		72		260
1		53		69		165
1		26		73		190
1		28		66		245
1		49		70		183
2		75		64		160
1		80		73		177
1		65		68		178
2		85		62		120
2		46		66		145
2		67		65		170
1		63		64		169
2		27		64		200
2		60		66		212
2		50		59		128
2		62		67		192
2		45		67		215
2		52		65		155
2		47		63		107
2		51		69		180
2		64		68		130
1		40		67		160
1		63		69		166
1		58		68		212
1		47		68		175
1		36		67		180
1		51		65		150
1		85		72		170
1		71		68		181
2		42		65		175
1		18		66		212
2		64		62		262
2		77		64		160
2		35		64		130
1		74		69		200
2		52		66		175
1		28		70		215
2		45		68		215
2		65		66		160
2		68		65		134
2		23		66		133
2		36		64		220
1		71		72		165
1		67		73		200
2		49		67		129
2		58		64		200
2		44		67		202
2		70		61		250
1		85		71		165
2		85		62		180
1		57		74		260
2		77		63		146
2		37		65		130
2		63		64		180
2		32		66		268
1		46		71		200
1		57		74		175
2		38		63		270
1		58		73		200
2		85		66		147
2		34		68		165
2		48		63		115
2		57		62		165
1		37		68		165
2		26		61		150
1		66		68		185
2		42		65		220
1		62		68		214
1		65		74		220
1		27		70		195
2		48		65		180
1		85		69		175
1		71		69		160
2		56		62		130
2		56		64		133
2		64		62		180
1		60		72		175
1		26		69		154
2		62		65		234
2		78		65		125
1		53		70		262
1		23		71		210
2		71		65		155
1		52		70		226
1		82		68		180
2		32		62		196
2		28		61		110
1		33		69		175
1		70		69		209
1		85		65		140
2		80		60		132
2		74		64		155
1		85		66		149
1		83		70		175
1		35		72		180
2		38		62		130
1		67		68		265
1		36		74		220
2		59		61		119
2		52		63		144
1		32		70		174
1		58		66		140
1		58		68		215
2		62		62		105
1		31		73		184
2		36		65		152
1		39		68		160
1		46		67		160
1		65		71		240
2		81		62		140
2		73		62		124
2		55		66		160
2		45		62		120
2		22		69		145
2		27		62		150
2		29		66		160
1		29		74		270
2		76		66		140
2		47		67		122
1		42		66		162
2		36		64		156
1		55		72		175
2		49		66		190
2		62		66		155
1		35		72		185
2		76		60		115
2		65		65		162
1		66		69		205
2		52		65		190
2		43		66		181
2		44		65		240
1		43		72		230
2		41		66		150
1		34		74		217
2		46		64		130
2		49		68		125
1		58		72		150
1		77		67		190
1		47		66		185
1		38		69		235
2		70		62		155
2		48		64		210
2		25		62		125
1		57		67		240
2		33		66		220
2		64		62		170
2		77		70		163
2		85		68		149
2		66		66		160
2		68		64		167
2		25		65		175
1		54		68		180
2		67		64		200
2		54		68		213
1		37		74		255
2		52		64		135
2		36		65		140
2		26		68		130
2		59		67		145
1		77		69		212
2		48		59		117
2		62		63		135
1		23		68		140
1		22		70		200
1		59		67		138
1		23		63		130
1		41		69		175
2		64		63		260
1		55		70		240
1		51		72		140
2		41		60		125
1		31		71		167
1		77		72		180
1		85		69		130
1		52		72		230
1		28		67		150
1		31		66		140
1		44		75		230
1		43		69		244
1		37		72		240
1		85		68		160
1		62		68		205
2		58		68		165
1		64		67		205
1		85		72		189
1		68		66		176
2		37		65		130
2		40		65		175
2		62		64		220
2		44		62		177
1		25		73		215
2		26		61		160
1		79		66		130
2		74		67		247
1		66		70		215
1		75		69		175
1		75		68		155
2		32		62		137
2		48		62		220
2		72		60		102
2		59		69		182
1		42		70		198
2		42		62		143
1		69		69		168
1		50		70		185
2		72		59		130
1		73		72		200
2		60		61		130
2		78		65		144
2		76		65		240
1		26		67		170
1		70		66		160
1		56		67		183
1		58		72		255
1		65		75		235
2		71		65		145
1		39		74		193
2		68		60		190
2		23		60		140
1		63		72		220
1		62		70		187
1		38		70		250
2		39		63		190
1		36		68		160
2		52		62		160
2		45		65		153
1		83		68		199
1		83		65		180
2		64		64		209
1		85		67		140
2		48		63		130
1		77		64		140
1		46		69		245
2		75		64		160
1		63		67		165
2		61		67		165
1		35		76		285
1		33		67		135
1		39		68		168
1		54		71		165
2		20		59		100
2		59		64		180
1		76		73		169
1		52		69		260
2		27		65		140
1		37		72		170
1		67		74		165
2		85		63		150
1		74		65		150
2		47		69		185
2		73		64		180
1		64		72		295
1		64		67		215
1		30		76		165
2		72		63		130
1		72		72		212
2		71		62		110
1		71		68		180
2		70		68		215
1		72		69		179
1		63		72		205
2		32		65		140
2		58		68		143
2		61		66		180
1		50		69		195
2		55		66		200
2		72		67		181
2		18		68		133
2		64		62		180
1		60		67		160
1		58		67		200
2		66		69		180
2		64		64		150
1		70		69		190
2		34		66		148
1		56		72		202
2		78		66		145
2		85		64		240
2		71		63		137
2		63		62		252
2		71		65		155
2		42		65		195
1		81		66		162
1		24		67		235
1		74		65		198
1		42		71		170
1		20		67		175
1		51		65		184
2		31		64		160
1		20		71		260
2		72		60		170
2		71		62		225
1		63		70		150
1		46		74		220
1		60		70		168
2		64		62		160
1		59		72		203
2		36		67		180
2		80		62		104
2		50		61		138
2		51		64		160
1		45		74		200
1		58		76		201
1		52		72		264
2		82		59		140
2		37		60		195
1		56		72		185
2		68		62		120
1		67		66		140
1		47		70		185
1		83		69		142
1		42		71		245
2		40		68		130
2		37		68		195
2		62		64		174
2		62		59		130
1		66		75		230
2		79		60		189
2		31		63		185
2		73		64		140
2		46		62		183
2		39		62		175
2		70		63		135
1		55		71		220
1		66		74		260
1		53		69		185
1		52		71		172
2		69		64		135
1		59		70		190
1		68		66		225
2		52		67		180
1		74		73		260
2		59		60		145
1		57		70		208
1		79		70		172
1		51		69		250
2		63		62		143
2		65		67		210
1		35		67		169
1		32		76		240
2		34		61		170
1		70		70		190
1		32		66		250
2		83		68		142
2		76		63		200
2		32		62		260
1		61		76		217
1		76		69		230
2		79		63		153
2		66		64		180
2		64		64		120
2		72		67		125
2		20		63		135
1		63		70		135
1		36		73		202
2		75		62		153
2		59		63		142
1		19		63		130
2		68		67		180
2		37		64		115
1		40		71		200
2		63		60		124
1		61		73		240
2		70		67		190
1		28		66		150
2		32		64		140
1		47		72		200
1		59		75		225
1		73		69		181
2		30		62		152
2		69		64		165
2		44		60		153
2		55		62		175
1		35		71		190
1		82		64		200
2		77		61		140
1		85		67		180
2		61		66		150
1		83		69		193
1		59		68		194
2		73		62		191
2		59		62		223
1		43		73		285
1		44		72		175
2		32		69		180
2		32		64		130
2		49		67		235
2		56		64		172
2		83		64		183
2		53		65		172
1		43		65		192
1		44		70		175
1		50		71		175
2		40		63		157
1		55		74		210
2		57		64		118
1		55		69		170
1		84		70		187
2		49		62		183
1		42		67		154
2		22		62		230
2		66		63		174
1		56		68		260
2		40		65		115
2		29		69		200
1		41		69		160
1		81		70		192
1		26		73		178
2		38		61		128
2		72		64		159
2		47		63		135
2		39		63		214
1		41		70		260
1		41		66		204
1		39		72		205
1		70		66		155
2		62		64		110
1		52		70		270
2		47		61		249
2		73		70		179
2		70		66		168
2		37		61		145
1		67		70		170
2		31		63		176
2		85		64		140
2		40		65		200
1		80		70		235
1		73		67		215
2		60		63		147
2		43		67		145
1		41		66		175
2		71		64		120
2		33		63		222
1		23		68		170
1		80		71		185
1		30		69		200
2		76		64		148
1		46		70		200
1		57		74		235
1		27		70		200
2		34		60		230
2		78		64		126
1		50		71		195
1		85		70		180
1		80		73		160
1		83		71		196
2		35		60		200
2		44		67		130
1		20		74		145
1		62		68		220
2		31		68		227
1		58		74		200
2		59		60		150
1		45		66		170
1		58		71		195
2		27		68		138
2		68		66		160
1		66		68		240
2		51		59		116
2		43		68		155
1		50		72		200
1		53		67		138
2		76		61		140
1		69		72		180
2		65		66		155
2		31		62		150
2		24		64		127
2		56		62		118
2		81		61		225
1		44		73		215
2		33		62		154
1		38		64		154
2		47		65		190
2		77		63		148
2		23		59		112
1		20		74		200
2		58		65		138
2		46		60		150
2		66		65		194
1		80		70		130
1		31		74		225
1		50		67		170
2		49		66		180
2		78		65		170
2		32		65		160
2		26		69		150
2		79		63		140
2		26		64		260
1		23		75		235
2		61		69		270
1		61		70		225
2		85		63		105
1		85		75		225
2		64		68		170
1		65		71		190
1		59		71		250
1		32		65		130
1		74		65		162
1		31		71		215
2		53		65		125
2		79		63		130
2		72		66		235
1		42		71		210
2		38		66		150
1		51		67		190
2		74		62		138
2		76		65		210
1		57		69		199
2		30		64		197
2		57		63		240
2		57		64		150
1		62		70		167
2		36		66		180
2		52		66		190
2		75		70		155
2		82		61		183
1		62		66		130
1		32		65		145
1		71		68		174
2		19		66		110
2		72		67		205
2		73		67		118
2		38		64		205
1		31		74		190
2		80		64		176
1		56		67		155
2		42		65		178
2		51		62		149
1		85		73		159
2		31		68		140
2		55		65		195
1		32		69		205
1		24		75		215
1		55		66		220
2		54		66		140
1		66		70		165
2		61		63		181
1		28		73		175
2		63		65		160
1		46		71		190
1		18		69		180
2		82		63		115
2		31		64		118
2		51		64		140
2		29		62		120
2		38		64		145
2		50		61		200
2		61		67		120
2		25		64		154
1		18		73		180
1		56		69		187
1		51		67		170
2		57		61		140
1		85		72		175
2		47		64		140
1		68		68		183
1		85		72		189
1		50		68		212
2		47		68		153
2		48		64		228
1		82		68		160
1		58		67		180
1		31		71		210
2		24		68		170
1		67		68		176
2		38		66		175
2		23		63		115
2		81		64		140
2		29		62		145
2		44		68		150
1		28		70		200
2		22		67		130
1		84		65		170
2		71		66		125
2		81		65		155
1		28		63		140
1		62		68		220
2		58		64		195
2		82		64		118
1		69		67		140
1		52		64		208
1		32		65		160
1		22		74		160
2		69		64		150
2		85		63		144
2		39		67		128
2		60		61		150
2		58		63		260
2		46		64		135
2		25		64		135
1		22		70		225
2		58		60		130
2		47		65		118
2		65		66		200
2		64		65		150
1		32		73		170
1		70		72		200
2		74		68		190
2		52		65		255
1		73		69		200
1		72		70		162
1		30		70		195
1		66		65		150
1		71		66		165
2		73		65		125
1		32		76		205
1		33		74		175
2		19		63		148
2		30		66		106
1		58		72		215
1		65		66		160
1		39		72		215
1		18		70		187
2		60		69		195
1		33		72		200
2		67		68		148
2		32		67		230
2		51		65		127
2		47		61		126
1		37		69		240
2		81		62		140
2		67		67		155
1		74		69		155
2		35		65		270
2		58		65		130
1		56		72		202
2		77		59		127
2		44		65		203
1		64		70		192
2		29		64		180
2		57		70		250
2		34		60		260
2		29		64		130
1		58		72		240
1		65		64		144
2		69		62		155
2		82		62		150
2		41		60		145
2		26		69		230
1		57		70		210
2		58		65		161
2		65		62		136
2		26		61		148
2		77		61		155
2		68		62		140
1		55		72		175
1		38		68		140
2		57		63		140
1		40		72		250
2		19		65		215
2		84		62		160
1		68		71		174
2		69		61		159
1		36		69		180
2		56		62		118
2		41		66		150
1		78		69		170
2		57		64		165
1		71		71		205
1		77		72		254
1		49		69		160
1		51		68		176
2		22		63		145
2		60		68		230
1		79		67		206
2		68		65		145
2		61		64		195
2		18		61		154
1		78		73		190
2		58		66		218
2		38		62		145
1		79		72		185
2		51		64		136
2		64		65		140
1		26		75		280
1		53		70		185
1		36		72		180
1		60		71		156
1		51		71		180
1		63		69		168
1		63		75		152
2		59		69		218
1		63		73		200
1		34		74		272
2		42		67		140
1		54		72		260
2		74		63		246
1		42		74		270
2		44		67		225
2		43		65		167
2		44		64		238
2		36		68		255
2		68		62		112
2		27		62		125
1		52		74		210
2		32		63		235
1		65		69		180
1		39		68		150
2		62		65		259
1		46		68		157
1		63		68		190
2		38		68		160
2		31		67		150
1		26		68		140
2		67		66		160
2		85		63		230
1		29		68		150
1		52		66		211
2		39		63		130
2		60		61		178
2		39		61		173
2		39		60		203
1		72		68		215
2		49		65		173
2		33		63		120
2		69		61		110
1		71		67		177
2		80		64		233
2		25		65		215
1		64		71		265
2		37		69		145
2		52		61		100
2		69		66		188
2		28		66		220
1		73		69		210
1		54		73		170
1		29		67		181
2		67		62		211
2		26		65		170
2		41		68		135
2		72		63		165
1		64		72		220
2		46		66		168
2		53		61		109
1		85		66		205
1		42		70		230
2		72		64		110
1		36		69		175
2		30		64		260
1		60		67		224
1		19		73		258
2		28		62		185
2		30		65		113
1		62		67		150
2		45		64		220
1		30		71		178
2		35		67		180
2		83		59		155
2		85		61		115
2		34		63		221
2		38		70		160
2		42		70		135
1		58		71		225
2		53		66		185
1		21		69		160
2		85		67		175
1		74		70		165
1		56		74		175
1		45		70		210
2		66		62		125
1		27		68		195
2		56		68		117
1		85		68		152
2		37		66		250
2		29		68		135
1		47		64		152
1		30		72		185
2		74		63		180
1		35		68		155
2		62		64		126
1		61		69		170
2		60		62		101
1		80		66		175
2		45		60		114
1		55		71		190
1		75		70		165
1		76		71		268
1		54		67		180
2		26		70		130
2		63		62		130
2		43		59		106
2		21		67		135
1		19		72		170
1		23		69		135
2		21		66		130
1		55		71		240
2		54		65		128
1		50		74		190
2		82		62		125
2		63		67		127
1		33		71		185
1		85		69		165
2		63		69		140
2		51		59		156
2		56		60		166
2		53		59		147
1		74		72		222
1		76		67		175
2		64		62		115
1		72		69		160
2		46		64		140
2		43		65		149
1		68		70		185
2		50		64		118
2		43		69		230
1		71		65		170
1		26		74		210
1		68		70		170
1		43		68		200
2		44		65		200
1		29		69		150
1		84		68		205
2		75		62		134
2		62		69		160
1		49		72		250
2		75		64		200
1		57		73		220
1		57		74		275
2		49		64		215
2		48		67		185
1		56		67		153
2		41		67		130
1		51		74		230
1		18		68		146
2		28		60		118
1		36		74		270
2		62		61		160
1		43		67		215
2		29		66		160
2		70		62		120
2		75		66		200
1		62		69		150
1		47		74		250
2		58		69		150
1		42		69		175
2		65		62		135
2		25		62		121
2		30		70		160
2		80		65		205
1		74		70		189
2		33		62		130
2		45		60		150
2		66		64		127
2		35		63		160
1		74		71		250
1		48		74		190
1		53		68		225
1		68		69		195
1		55		71		220
2		47		61		118
2		28		64		210
1		57		76		205
2		33		63		130
2		65		64		148
2		40		64		130
1		85		68		221
1		43		71		280
2		85		65		130
1		46		72		250
2		28		65		120
1		25		70		155
1		35		72		175
2		31		62		186
2		59		65		125
1		52		67		137
2		37		62		125
1		56		70		190
1		60		70		240
1		40		74		190
1		72		70		140
2		56		63		163
